name	Mouse	Day	Absolute_abundance
C_spiroforme	3	15	48884.27678584749
D_longicatena	3	15	0.0
P_distasonis	3	15	20250685.382057913
R_obeum	3	15	4068311.9396094955
B_caccae	3	16	120673482.8154278
B_cellulosilyticus_WH2	3	16	39637115.28024722
B_ovatus	3	16	1198173.7842745865
B_thetaiotaomicron	3	16	25276491.07252732
B_uniformis	3	16	13533495.428590626
B_vulgatus	3	16	36284506.60794774
C_aerofaciens	3	16	3552060.632200786
C_scindens	3	16	10279652.460417511
C_spiroforme	3	16	284620.16047069855
D_longicatena	3	16	0.0
P_distasonis	3	16	11386864.210679915
R_obeum	3	16	9924577.651279546
B_caccae	3	18	123558133.6972492
B_cellulosilyticus_WH2	3	18	39186375.014915355
B_ovatus	3	18	994986.4946469443
B_thetaiotaomicron	3	18	27806495.47874969
B_uniformis	3	18	24549756.502760828
B_vulgatus	3	18	59340132.21477768
C_aerofaciens	3	18	1056677.864921861
C_scindens	3	18	5752532.26095271
C_spiroforme	3	18	256148.76737281735
D_longicatena	3	18	26250.57138780006
P_distasonis	3	18	7433336.0455753915
R_obeum	3	18	2651118.2236227468
B_caccae	3	20	152645790.74981937
B_cellulosilyticus_WH2	3	20	39449262.96790374
B_ovatus	3	20	3412155.513538709
B_thetaiotaomicron	3	20	43216521.9171192
B_uniformis	3	20	20528232.99575316
B_vulgatus	3	20	89097510.08707918
C_aerofaciens	3	20	1549479.9425347035
C_scindens	3	20	8173924.92922173
C_spiroforme	3	20	514057.6358248965
D_longicatena	3	20	43442.30672972763
P_distasonis	3	20	11516379.636921335
R_obeum	3	20	4720374.383902256
B_caccae	3	24	122105380.21614477
B_cellulosilyticus_WH2	3	24	37708402.43187048
B_ovatus	3	24	2810225.857130771
B_thetaiotaomicron	3	24	50694926.446526535
B_uniformis	3	24	11499663.782673933
B_vulgatus	3	24	75455103.69002575
C_aerofaciens	3	24	1444186.8278687175
C_scindens	3	24	8182459.088311604
C_spiroforme	3	24	475950.9859533269
D_longicatena	3	24	11871.806843805603
P_distasonis	3	24	9077219.830844674
R_obeum	3	24	6275026.459921175
B_caccae	3	25	123246545.33711228
B_cellulosilyticus_WH2	3	25	33080655.986475054
B_ovatus	3	25	3321387.874929173
B_thetaiotaomicron	3	25	25453291.751506485
B_uniformis	3	25	10284080.469508795
B_vulgatus	3	25	81313109.38631837
C_aerofaciens	3	25	745818.8086147732
C_scindens	3	25	4687248.26272585
C_spiroforme	3	25	335882.3717797268
D_longicatena	3	25	22281.607395115596
P_distasonis	3	25	7255663.886131409
R_obeum	3	25	3634995.8284546775
B_caccae	3	26	118721275.72321048
B_cellulosilyticus_WH2	3	26	34619409.38640963
B_ovatus	3	26	3494800.4970391872
B_thetaiotaomicron	3	26	33237422.029232726
B_uniformis	3	26	12170470.951654006
B_vulgatus	3	26	90307826.94169238
C_aerofaciens	3	26	1976979.1653719537
C_scindens	3	26	5887846.852162685
C_spiroforme	3	26	399111.6570478407
D_longicatena	3	26	30292.18267734397
P_distasonis	3	26	9772896.072046313
R_obeum	3	26	7058885.953318375
B_caccae	3	28	122140252.45479022
B_cellulosilyticus_WH2	3	28	75829467.28970823
B_ovatus	3	28	12507980.324696446
B_thetaiotaomicron	3	28	59543266.443509266
B_uniformis	3	28	27200691.300864585
B_vulgatus	3	28	78264965.19840881
C_aerofaciens	3	28	13341203.822241493
C_scindens	3	28	34019381.975398555
C_spiroforme	3	28	639412.6639267387
D_longicatena	3	28	111082.02079911194
P_distasonis	3	28	5395449.368842755
R_obeum	3	28	34343275.00922096
B_caccae	3	29	126409658.80225511
B_cellulosilyticus_WH2	3	29	106869623.28018175
B_ovatus	3	29	33075963.87322503
B_thetaiotaomicron	3	29	74869563.82504933
B_uniformis	3	29	35127638.80042222
B_vulgatus	3	29	68767817.0767396
C_aerofaciens	3	29	6608243.7998322295
C_scindens	3	29	23226300.26064549
C_spiroforme	3	29	704308.9657360209
D_longicatena	3	29	86690.09147292488
P_distasonis	3	29	5610837.018418723
R_obeum	3	29	34004600.47212921
B_caccae	3	30	71078407.54807243
B_cellulosilyticus_WH2	3	30	128170430.66429919
B_ovatus	3	30	41388528.35931995
B_thetaiotaomicron	3	30	35883723.16200286
B_uniformis	3	30	29924882.13979687
B_vulgatus	3	30	58915336.88519057
C_aerofaciens	3	30	4115520.478812295
C_scindens	3	30	9826187.899522498
C_spiroforme	3	30	210765.4070055155
D_longicatena	3	30	40627.58766033963
P_distasonis	3	30	9314594.628780456
R_obeum	3	30	30465572.543208368
B_caccae	3	32	107285933.7460616
B_cellulosilyticus_WH2	3	32	234371101.08567998
B_ovatus	3	32	70183418.65078829
B_thetaiotaomicron	3	32	61708831.6920822
B_uniformis	3	32	28127524.158528477
B_vulgatus	3	32	136882368.1171191
C_aerofaciens	3	32	8429723.328758758
C_scindens	3	32	16547938.541706558
C_spiroforme	3	32	282891.75731319806
D_longicatena	3	32	88637.5446311904
P_distasonis	3	32	41597492.308770195
R_obeum	3	32	61129662.147553176
B_caccae	3	34	77786952.39192541
B_cellulosilyticus_WH2	3	34	247671206.0336009
B_ovatus	3	34	74482755.36177345
B_thetaiotaomicron	3	34	67898535.31103645
B_uniformis	3	34	18985526.829033315
B_vulgatus	3	34	209863154.34696084
C_aerofaciens	3	34	1667431.866097996
C_scindens	3	34	5311824.50312771
C_spiroforme	3	34	1026930.2861134837
D_longicatena	3	34	16343.565376026016
P_distasonis	3	34	41243024.39699223
R_obeum	3	34	27949147.028282322
B_caccae	3	37	40557484.258000806
B_cellulosilyticus_WH2	3	37	131064202.61635853
B_ovatus	3	37	78746180.3130283
B_thetaiotaomicron	3	37	48656418.38982592
B_uniformis	3	37	21235089.01341383
B_vulgatus	3	37	77501749.32143225
C_aerofaciens	3	37	2070275.0619027454
C_scindens	3	37	5811483.7354059
C_spiroforme	3	37	1286632.4620990932
D_longicatena	3	37	39102.049041546976
P_distasonis	3	37	23653699.46712847
R_obeum	3	37	25456137.301095407
B_caccae	3	39	28616579.776605546
B_cellulosilyticus_WH2	3	39	178233923.72106495
B_ovatus	3	39	78197112.90184213
B_thetaiotaomicron	3	39	44415154.733886264
B_uniformis	3	39	24614231.539277956
B_vulgatus	3	39	123762834.98412347
C_aerofaciens	3	39	3058586.3529275744
C_scindens	3	39	5689253.655919577
C_spiroforme	3	39	854681.2544531956
D_longicatena	3	39	76422.67773648164
P_distasonis	3	39	24358694.608137343
R_obeum	3	39	26138695.949712925
B_caccae	3	40	17856717.431334868
B_cellulosilyticus_WH2	3	40	132996127.24633129
B_ovatus	3	40	64560175.75105194
B_thetaiotaomicron	3	40	32214417.85336495
B_uniformis	3	40	23030011.20473959
B_vulgatus	3	40	84834234.97413929
C_aerofaciens	3	40	1828218.9916068201
C_scindens	3	40	3527881.045804921
C_spiroforme	3	40	549521.0405479249
D_longicatena	3	40	58506.555115413736
P_distasonis	3	40	18089225.39106158
R_obeum	3	40	18583698.86101037
B_caccae	4	0	5156200.227248638
B_cellulosilyticus_WH2	4	0	3937846.6190204225
B_ovatus	4	0	5927032.393251005
B_thetaiotaomicron	4	0	2756875.2286953074
B_uniformis	4	0	646403.9535789745
B_vulgatus	4	0	17416916.203758147
C_aerofaciens	4	0	203282.68457474996
C_scindens	4	0	2307932.0379530406
C_spiroforme	4	0	12855.063683243481
D_longicatena	4	0	82637.29082471052
P_distasonis	4	0	78758.38970320758
R_obeum	4	0	83301.45577520235
B_caccae	4	1	24455586.61318994
B_cellulosilyticus_WH2	4	1	41622042.244391516
B_ovatus	4	1	24980959.48530121
B_thetaiotaomicron	4	1	18183439.53676322
B_uniformis	4	1	1513176.4213286946
B_vulgatus	4	1	21775439.08491413
C_aerofaciens	4	1	5194779.219701655
C_scindens	4	1	11172610.988938559
C_spiroforme	4	1	2031462.782946441
D_longicatena	4	1	12914.131169058493
P_distasonis	4	1	432760.0035996181
R_obeum	4	1	8829556.2111343
B_caccae	4	2	42194290.2224241
B_cellulosilyticus_WH2	4	2	87076716.73333105
B_ovatus	4	2	39824176.917742565
B_thetaiotaomicron	4	2	39237648.33429645
B_uniformis	4	2	5110833.1109241
B_vulgatus	4	2	28521694.616286453
C_aerofaciens	4	2	8072235.937304537
C_scindens	4	2	10180883.807389509
C_spiroforme	4	2	9189287.359633638
D_longicatena	4	2	4338.98333236182
P_distasonis	4	2	2338879.9524386707
R_obeum	4	2	38502839.32918622
B_caccae	4	4	43078817.921753384
B_cellulosilyticus_WH2	4	4	147252963.55809453
B_ovatus	4	4	46033235.90106429
B_thetaiotaomicron	4	4	52383348.16666822
B_uniformis	4	4	11712357.046911255
B_vulgatus	4	4	53164499.01729577
C_aerofaciens	4	4	4603303.406411471
C_scindens	4	4	4610449.236823633
C_spiroforme	4	4	3964938.9840023643
D_longicatena	4	4	0.0
P_distasonis	4	4	10904321.050832806
R_obeum	4	4	28648080.514458794
B_caccae	4	6	26737853.189718913
B_cellulosilyticus_WH2	4	6	74482268.85851584
B_ovatus	4	6	22254092.179152418
B_thetaiotaomicron	4	6	29760532.38070779
B_uniformis	4	6	8649561.79358636
B_vulgatus	4	6	38839146.528384395
C_aerofaciens	4	6	10220933.06138833
C_scindens	4	6	5743044.0591393085
C_spiroforme	4	6	704943.1725006587
D_longicatena	4	6	0.0
P_distasonis	4	6	9559883.453763906
R_obeum	4	6	29775507.428479973
B_caccae	4	9	22204542.749964718
B_cellulosilyticus_WH2	4	9	111072161.50344542
B_ovatus	4	9	29163426.66580971
B_thetaiotaomicron	4	9	33119020.431657128
B_uniformis	4	9	11140920.694700839
B_vulgatus	4	9	49663296.21492483
C_aerofaciens	4	9	8197020.742735009
C_scindens	4	9	5784840.213178112
C_spiroforme	4	9	435394.4563648212
D_longicatena	4	9	2304.6891607094776
P_distasonis	4	9	18675326.305801596
R_obeum	4	9	32382872.896114886
B_caccae	4	11	20447034.562888224
B_cellulosilyticus_WH2	4	11	51903562.97804075
B_ovatus	4	11	22424379.309394456
B_thetaiotaomicron	4	11	16406094.792137947
B_uniformis	4	11	7772032.72148599
B_vulgatus	4	11	20891415.935396906
C_aerofaciens	4	11	1128839.4179756043
C_scindens	4	11	2918304.9469601824
C_spiroforme	4	11	399735.5791035647
D_longicatena	4	11	1717.8054113682838
P_distasonis	4	11	6731943.393815191
R_obeum	4	11	13407019.151221389
B_caccae	4	12	13087580.943279043
B_cellulosilyticus_WH2	4	12	74844343.79626267
B_ovatus	4	12	29412506.616575602
B_thetaiotaomicron	4	12	22263328.31986553
B_uniformis	4	12	11205864.49188295
B_vulgatus	4	12	21741371.65958989
C_aerofaciens	4	12	549320.6288740268
C_scindens	4	12	938119.5195803801
C_spiroforme	4	12	21437.47993027981
D_longicatena	4	12	0.0
P_distasonis	4	12	12081350.508827502
R_obeum	4	12	451374.08336176275
B_caccae	4	14	85304341.53304568
B_cellulosilyticus_WH2	4	14	89092898.62049443
B_ovatus	4	14	33485066.475440126
B_thetaiotaomicron	4	14	37358760.4390146
B_uniformis	4	14	13739544.51744154
B_vulgatus	4	14	96993092.31019355
C_aerofaciens	4	14	5712799.80933212
C_scindens	4	14	6782741.88856694
C_spiroforme	4	14	322502.1859679343
D_longicatena	4	14	0.0
P_distasonis	4	14	18363167.879558194
R_obeum	4	14	14370953.158452641
B_caccae	4	15	83604957.09371023
B_cellulosilyticus_WH2	4	15	37062538.58382274
B_ovatus	4	15	7964753.140152217
B_thetaiotaomicron	4	15	37643396.344855845
B_uniformis	4	15	6319468.718966587
B_vulgatus	4	15	50334966.825139865
C_aerofaciens	4	15	6280484.981130309
C_scindens	4	15	11713922.105082123
C_spiroforme	4	15	256932.1057032827
D_longicatena	4	15	14351.428162882099
P_distasonis	4	15	28079227.914502118
R_obeum	4	15	7160120.465234883
B_caccae	4	16	112654476.2238778
B_cellulosilyticus_WH2	4	16	56186192.94075
B_ovatus	4	16	1391175.1909243823
B_thetaiotaomicron	4	16	33049506.033078488
B_uniformis	4	16	14996154.726352807
B_vulgatus	4	16	39317145.0727959
C_aerofaciens	4	16	8322899.856667118
C_scindens	4	16	19317206.210762706
C_spiroforme	4	16	341726.96718019276
D_longicatena	4	16	36957.634599216995
P_distasonis	4	16	11645147.788510256
R_obeum	4	16	5323067.370247235
B_caccae	4	18	80047165.947484
B_cellulosilyticus_WH2	4	18	42829994.06559416
B_ovatus	4	18	439908.21874356514
B_thetaiotaomicron	4	18	35639364.288773455
B_uniformis	4	18	23364168.140456654
B_vulgatus	4	18	40210355.40299312
C_aerofaciens	4	18	1521925.4041068775
C_scindens	4	18	8916579.327812172
C_spiroforme	4	18	743394.0460303618
D_longicatena	4	18	28604.4659424675
P_distasonis	4	18	3635936.0215735706
R_obeum	4	18	2289610.8408021056
B_caccae	4	20	55295522.611602224
B_cellulosilyticus_WH2	4	20	37026261.46012059
B_ovatus	4	20	645135.47311789
B_thetaiotaomicron	4	20	24081672.678144537
B_uniformis	4	20	16374542.607302126
B_vulgatus	4	20	36235689.87645009
C_aerofaciens	4	20	1075195.4970583546
C_scindens	4	20	5911002.857223122
C_spiroforme	4	20	200554.9754456039
D_longicatena	4	20	24234.604308233753
P_distasonis	4	20	4132544.58079724
R_obeum	4	20	1728421.1209834092
B_caccae	4	24	119408733.54458876
B_cellulosilyticus_WH2	4	24	40700449.11631578
B_ovatus	4	24	2454729.7873568404
B_thetaiotaomicron	4	24	50421287.17138407
B_uniformis	4	24	12719947.503401494
B_vulgatus	4	24	65867372.732506804
C_aerofaciens	4	24	3547653.740804057
C_scindens	4	24	13929081.425581906
C_spiroforme	4	24	642332.1116241327
D_longicatena	4	24	8773.901826633093
P_distasonis	4	24	8304378.623270537
R_obeum	4	24	8245061.235612349
B_caccae	4	25	110237922.39092815
B_cellulosilyticus_WH2	4	25	41842184.25496253
B_ovatus	4	25	2630687.1639764984
B_thetaiotaomicron	4	25	30639020.575648524
B_uniformis	4	25	10586401.070350831
B_vulgatus	4	25	77123066.73927453
C_aerofaciens	4	25	642056.1542648309
C_scindens	4	25	2603664.757529157
C_spiroforme	4	25	71802.44984036361
D_longicatena	4	25	13202.831947692925
P_distasonis	4	25	10046249.014202416
R_obeum	4	25	1855020.9172625002
B_caccae	4	26	83817179.57187544
B_cellulosilyticus_WH2	4	26	30538165.7773198
B_ovatus	4	26	3094406.957243962
B_thetaiotaomicron	4	26	28992478.61932035
B_uniformis	4	26	7244375.953672774
B_vulgatus	4	26	59531841.9617451
C_aerofaciens	4	26	729500.0633882507
C_scindens	4	26	3655778.348648682
C_spiroforme	4	26	185505.96482532367
D_longicatena	4	26	13852.733955768743
P_distasonis	4	26	9770447.863081949
R_obeum	4	26	2243345.918471378
B_caccae	4	28	118426376.44173892
B_cellulosilyticus_WH2	4	28	95725076.4685066
B_ovatus	4	28	18350352.510025997
B_thetaiotaomicron	4	28	78019582.83448035
B_uniformis	4	28	25386551.259613577
B_vulgatus	4	28	60316971.62800622
C_aerofaciens	4	28	7526700.775768704
C_scindens	4	28	24608467.19385447
C_spiroforme	4	28	627274.865247224
D_longicatena	4	28	84730.25623508684
P_distasonis	4	28	6435549.283533102
R_obeum	4	28	37814563.91700932
B_caccae	4	29	60292635.409139626
B_cellulosilyticus_WH2	4	29	96501339.62685563
B_ovatus	4	29	23990542.726270016
B_thetaiotaomicron	4	29	37512579.25606264
B_uniformis	4	29	18866134.634167053
B_vulgatus	4	29	34448344.399099305
C_aerofaciens	4	29	4727866.420825272
C_scindens	4	29	11724156.573973723
C_spiroforme	4	29	201822.45721506013
D_longicatena	4	29	43166.40849703849
P_distasonis	4	29	8839512.663595432
R_obeum	4	29	23100985.783483893
B_caccae	4	30	54191586.73194477
B_cellulosilyticus_WH2	4	30	93086241.51111928
B_ovatus	4	30	22540253.62516316
B_thetaiotaomicron	4	30	23754109.850083522
B_uniformis	4	30	15885050.212625165
B_vulgatus	4	30	35865030.10307945
C_aerofaciens	4	30	3518294.532537344
C_scindens	4	30	9170724.631461442
C_spiroforme	4	30	159421.7763124256
D_longicatena	4	30	36478.17131285378
P_distasonis	4	30	8361689.404299923
R_obeum	4	30	29549849.617557842
B_caccae	4	32	95922366.94576643
B_cellulosilyticus_WH2	4	32	279114688.12476844
B_ovatus	4	32	51509962.46980544
B_thetaiotaomicron	4	32	42159464.04826812
B_uniformis	4	32	32798996.593110953
B_vulgatus	4	32	147527180.84388041
C_aerofaciens	4	32	411011.14443736186
C_scindens	4	32	3422407.0897526154
C_spiroforme	4	32	439265.13165683707
D_longicatena	4	32	90270.44783536778
P_distasonis	4	32	45522146.43051692
R_obeum	4	32	14469581.725376043
B_caccae	4	34	94079896.92679341
B_cellulosilyticus_WH2	4	34	286981103.9616587
B_ovatus	4	34	63457098.573170826
B_thetaiotaomicron	4	34	67905096.44000897
B_uniformis	4	34	27827813.26882486
B_vulgatus	4	34	177229375.16395447
C_aerofaciens	4	34	1982786.1794682671
C_scindens	4	34	8126633.011508699
C_spiroforme	4	34	1030883.2813916228
D_longicatena	4	34	60787.77962772507
P_distasonis	4	34	43004341.94772236
R_obeum	4	34	40267088.52189563
B_caccae	4	37	51228232.37353503
B_cellulosilyticus_WH2	4	37	123917737.75206167
B_ovatus	4	37	71596027.19778503
B_thetaiotaomicron	4	37	41062801.64825731
B_uniformis	4	37	17180754.13447165
B_vulgatus	4	37	54281303.62460608
C_aerofaciens	4	37	1921413.6368741556
C_scindens	4	37	7402361.112335097
C_spiroforme	4	37	1465399.827786057
D_longicatena	4	37	37226.35533582933
P_distasonis	4	37	18022773.948948838
R_obeum	4	37	38235055.98796942
B_caccae	4	39	41492840.83051331
B_cellulosilyticus_WH2	4	39	208270209.0713367
B_ovatus	4	39	58314877.253629275
B_thetaiotaomicron	4	39	48310124.749117695
B_uniformis	4	39	24428792.409405787
B_vulgatus	4	39	105494296.4668233
C_aerofaciens	4	39	1387538.639822117
C_scindens	4	39	5259073.453778165
C_spiroforme	4	39	757224.8016594292
D_longicatena	4	39	100906.12415114169
P_distasonis	4	39	32119784.726128634
R_obeum	4	39	25179745.002309453
B_caccae	4	40	47259113.028130405
B_cellulosilyticus_WH2	4	40	325162602.03934044
B_ovatus	4	40	112223215.06008261
B_thetaiotaomicron	4	40	98040606.0980601
B_uniformis	4	40	52572051.28465043
B_vulgatus	4	40	148872459.1955218
C_aerofaciens	4	40	3814348.4659817712
C_scindens	4	40	14948023.646792162
C_spiroforme	4	40	1770979.96153551
D_longicatena	4	40	317099.82910320105
P_distasonis	4	40	50843067.38352074
R_obeum	4	40	78279737.49362044
B_caccae	5	0	4184320.3242489295
B_cellulosilyticus_WH2	5	0	2796530.9870029762
B_ovatus	5	0	4363397.910819921
B_thetaiotaomicron	5	0	1440240.5711267402
B_uniformis	5	0	402782.85268722306
B_vulgatus	5	0	18711355.934398722
C_aerofaciens	5	0	49436.34764124101
C_scindens	5	0	1845943.411317102
C_spiroforme	5	0	8471.918077755361
D_longicatena	5	0	126532.87582829094
P_distasonis	5	0	53107.14051455589
R_obeum	5	0	99311.21902908605
B_caccae	5	1	31356279.99109913
B_cellulosilyticus_WH2	5	1	42396925.37199691
B_ovatus	5	1	27054882.56994403
B_thetaiotaomicron	5	1	17744912.539471824
B_uniformis	5	1	1481790.9225822082
B_vulgatus	5	1	25677147.042132776
C_aerofaciens	5	1	3236862.689730284
C_scindens	5	1	11171571.539576948
C_spiroforme	5	1	1165315.503455779
D_longicatena	5	1	15726.446063752137
P_distasonis	5	1	1038279.8554549089
R_obeum	5	1	18975059.356662594
B_caccae	5	2	25883462.950401913
B_cellulosilyticus_WH2	5	2	49049051.392468885
B_ovatus	5	2	18436296.593973607
B_thetaiotaomicron	5	2	18845482.56237672
B_uniformis	5	2	2489385.6352862315
B_vulgatus	5	2	18729998.844365727
C_aerofaciens	5	2	4187498.1458010375
C_scindens	5	2	4826189.405387312
C_spiroforme	5	2	1375072.6115144347
D_longicatena	5	2	0.0
P_distasonis	5	2	3406265.7286398318
R_obeum	5	2	19710944.26082471
B_caccae	5	4	31992611.861247633
B_cellulosilyticus_WH2	5	4	44343344.14874136
B_ovatus	5	4	32083013.948200665
B_thetaiotaomicron	5	4	34166245.71088176
B_uniformis	5	4	9237297.086941268
B_vulgatus	5	4	34831461.71844416
C_aerofaciens	5	4	3399357.4572608005
C_scindens	5	4	3081085.1778443325
C_spiroforme	5	4	539519.7739284292
D_longicatena	5	4	0.0
P_distasonis	5	4	9963825.405672997
R_obeum	5	4	18294237.711908184
B_caccae	5	6	23429601.402774487
B_cellulosilyticus_WH2	5	6	68165747.72439675
B_ovatus	5	6	25510345.503721803
B_thetaiotaomicron	5	6	28478748.900465395
B_uniformis	5	6	7075368.091044164
B_vulgatus	5	6	36506351.64362346
C_aerofaciens	5	6	7495022.642363304
C_scindens	5	6	5858105.1397731835
C_spiroforme	5	6	438448.0428718032
D_longicatena	5	6	0.0
P_distasonis	5	6	10937034.749214659
R_obeum	5	6	35564835.97281362
B_caccae	5	9	20414490.13754433
B_cellulosilyticus_WH2	5	9	56273523.90383145
B_ovatus	5	9	19460475.73291539
B_thetaiotaomicron	5	9	20699394.824539166
B_uniformis	5	9	5191541.254532714
B_vulgatus	5	9	30881306.01086378
C_aerofaciens	5	9	3668939.607862588
C_scindens	5	9	2996199.1713672034
C_spiroforme	5	9	511279.14831201575
D_longicatena	5	9	980.2201516322493
P_distasonis	5	9	10321513.143083952
R_obeum	5	9	12930157.903580207
B_caccae	5	11	34137708.57675328
B_cellulosilyticus_WH2	5	11	63762736.39232314
B_ovatus	5	11	29193080.098402787
B_thetaiotaomicron	5	11	26558243.989487197
B_uniformis	5	11	14601380.602902077
B_vulgatus	5	11	41720827.52186627
C_aerofaciens	5	11	4660368.553936052
C_scindens	5	11	5722793.892874113
C_spiroforme	5	11	247396.62722289783
D_longicatena	5	11	0.0
P_distasonis	5	11	6283690.4401467005
R_obeum	5	11	21095235.973637838
B_caccae	5	12	60814329.64544148
B_cellulosilyticus_WH2	5	12	137853961.78625292
B_ovatus	5	12	57918944.31513307
B_thetaiotaomicron	5	12	48822499.58041635
B_uniformis	5	12	29573472.176026154
B_vulgatus	5	12	74781223.21393347
C_aerofaciens	5	12	8412948.52864414
C_scindens	5	12	11306485.876134
C_spiroforme	5	12	171805.42088908178
D_longicatena	5	12	0.0
P_distasonis	5	12	13416296.863283247
R_obeum	5	12	36290846.098560184
B_caccae	5	14	110070316.40915826
B_cellulosilyticus_WH2	5	14	71598633.72557214
B_ovatus	5	14	37935017.75554412
B_thetaiotaomicron	5	14	41593173.68976275
B_uniformis	5	14	16154215.545807619
B_vulgatus	5	14	99415159.9113218
C_aerofaciens	5	14	5630633.313406538
C_scindens	5	14	9293696.419897271
C_spiroforme	5	14	372758.022784765
D_longicatena	5	14	0.0
P_distasonis	5	14	26989627.26906419
R_obeum	5	14	9235672.547622815
B_caccae	5	15	91375042.39578758
B_cellulosilyticus_WH2	5	15	40045495.502508014
B_ovatus	5	15	4816401.856128067
B_thetaiotaomicron	5	15	30036482.333987758
B_uniformis	5	15	7249306.494972709
B_vulgatus	5	15	45892324.04626771
C_aerofaciens	5	15	2181193.9789526886
C_scindens	5	15	6315676.663597675
C_spiroforme	5	15	146023.54060343443
D_longicatena	5	15	0.0
P_distasonis	5	15	22693385.410944108
R_obeum	5	15	3182341.586368122
B_caccae	5	16	123189112.0027989
B_cellulosilyticus_WH2	5	16	41673341.36106184
B_ovatus	5	16	646519.0166964178
B_thetaiotaomicron	5	16	25990536.012918245
B_uniformis	5	16	15364093.700828018
B_vulgatus	5	16	38093812.378187895
C_aerofaciens	5	16	2038225.0310437432
C_scindens	5	16	14128751.84058566
C_spiroforme	5	16	1555881.2541763992
D_longicatena	5	16	1215.805806234905
P_distasonis	5	16	11266243.082493095
R_obeum	5	16	9121026.506135717
B_caccae	5	18	108200876.18048774
B_cellulosilyticus_WH2	5	18	35086757.02881356
B_ovatus	5	18	392101.01729027845
B_thetaiotaomicron	5	18	33506518.262967966
B_uniformis	5	18	36363761.6837875
B_vulgatus	5	18	43907434.69060474
C_aerofaciens	5	18	1563207.4473084381
C_scindens	5	18	6797873.827129318
C_spiroforme	5	18	175269.16579915874
D_longicatena	5	18	5305.473741797847
P_distasonis	5	18	4940543.571434406
R_obeum	5	18	4611245.439387073
B_caccae	5	20	108924231.5775186
B_cellulosilyticus_WH2	5	20	38977858.53713641
B_ovatus	5	20	797193.3141736903
B_thetaiotaomicron	5	20	28438703.55330761
B_uniformis	5	20	27436182.641371977
B_vulgatus	5	20	54550341.54097474
C_aerofaciens	5	20	1831933.4730144052
C_scindens	5	20	8784167.763171978
C_spiroforme	5	20	346108.2050701922
D_longicatena	5	20	1058.9929043403117
P_distasonis	5	20	5761796.064569195
R_obeum	5	20	7333518.43226445
B_caccae	5	24	81427609.1938196
B_cellulosilyticus_WH2	5	24	22444215.911549706
B_ovatus	5	24	1390839.5420185814
B_thetaiotaomicron	5	24	36303920.175199054
B_uniformis	5	24	11831470.300412029
B_vulgatus	5	24	39911677.67839709
C_aerofaciens	5	24	1392685.7389410764
C_scindens	5	24	11264904.009944309
C_spiroforme	5	24	429675.6962862704
D_longicatena	5	24	25395.285558895313
P_distasonis	5	24	5271549.925763375
R_obeum	5	24	8482055.110742174
B_caccae	5	25	159000959.38448328
B_cellulosilyticus_WH2	5	25	53216791.53156687
B_ovatus	5	25	2765690.194666272
B_thetaiotaomicron	5	25	43953126.40524157
B_uniformis	5	25	26200860.49366116
B_vulgatus	5	25	88649679.91076481
C_aerofaciens	5	25	4323236.4491164
C_scindens	5	25	20097705.29656622
C_spiroforme	5	25	810613.5150042899
D_longicatena	5	25	40385.60662080326
P_distasonis	5	25	12084274.233990947
R_obeum	5	25	13666709.908081494
B_caccae	5	26	133371033.41717356
B_cellulosilyticus_WH2	5	26	48481216.18277991
B_ovatus	5	26	2230494.105676391
B_thetaiotaomicron	5	26	45969060.75006015
B_uniformis	5	26	19999659.41820359
B_vulgatus	5	26	78606441.96653031
C_aerofaciens	5	26	1376239.4761197849
C_scindens	5	26	7155215.944615883
C_spiroforme	5	26	234488.70440715266
D_longicatena	5	26	33064.078950787465
P_distasonis	5	26	12036209.721200598
R_obeum	5	26	4814172.108548503
B_caccae	5	28	93021142.61307713
B_cellulosilyticus_WH2	5	28	64823485.24740718
B_ovatus	5	28	11607418.691445151
B_thetaiotaomicron	5	28	117214924.9485516
B_uniformis	5	28	30608428.14424039
B_vulgatus	5	28	52734952.69317095
C_aerofaciens	5	28	2511492.417161954
C_scindens	5	28	11732478.129821554
C_spiroforme	5	28	726148.3110496614
D_longicatena	5	28	63089.1937770818
P_distasonis	5	28	6362479.621097258
R_obeum	5	28	13883281.25551578
B_caccae	5	29	127131062.93204854
B_cellulosilyticus_WH2	5	29	164378100.0375591
B_ovatus	5	29	42335442.174223386
B_thetaiotaomicron	5	29	67283190.123158
B_uniformis	5	29	36471041.64157098
B_vulgatus	5	29	83303957.38528262
C_aerofaciens	5	29	4038248.870032185
C_scindens	5	29	12501103.538489325
C_spiroforme	5	29	328562.70894336264
D_longicatena	5	29	91685.61424157393
P_distasonis	5	29	14332354.4967923
R_obeum	5	29	34510229.53361686
B_caccae	5	30	81770537.25862707
B_cellulosilyticus_WH2	5	30	144498010.47900543
B_ovatus	5	30	44612763.40578382
B_thetaiotaomicron	5	30	52958827.50712392
B_uniformis	5	30	28840209.67736048
B_vulgatus	5	30	72279567.29572307
C_aerofaciens	5	30	7309324.963007472
C_scindens	5	30	17943262.863830067
C_spiroforme	5	30	238225.32601095855
D_longicatena	5	30	95223.59386334853
P_distasonis	5	30	15374016.800753437
R_obeum	5	30	64758346.54786159
B_caccae	5	32	98317890.98965769
B_cellulosilyticus_WH2	5	32	235910214.13488975
B_ovatus	5	32	56822109.20717901
B_thetaiotaomicron	5	32	45346793.99013952
B_uniformis	5	32	25944204.37611234
