dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	starch	93	BcWH2_03080	899	1.4e-20	13	87	144	218	0.795698924731
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	BcWH2_03080	899	0	1	645	248	892	0.996904024768
GT4_e689	GT4:71	-	-	140	BcWH2_03381	365	7.8e-60	3	139	197	333	0.971428571429
GH43_e111	GH43_12:180|GH43:5	3.2.1.37:1|3.2.1.55:1	xylan, xylan	281	BcWH2_03516	520	2.9e-130	1	281	26	300	0.996441281139
CBM91_e15	CBM91:44|GH43_12:42|GH43:1	-	xylan	194	BcWH2_03516	520	1.2e-86	2	193	329	518	0.984536082474
GT4_e116	GT4:111	-	-	115	BcWH2_03636	360	3.4e-52	1	114	198	310	0.982608695652
GT2	GT2:39	-	-	168	BcWH2_03647	639	6.7e-44	1	156	5	157	0.922619047619
GH9_e30	GH9:107|CE0:60|CE4:3	-	-	470	BcWH2_03720	836	3.4e-225	2	469	117	589	0.993617021277
CE4_e56	CE4:19	-	-	120	BcWH2_03720	836	3e-18	3	119	620	746	0.966666666667
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan, fructan, fructan, fructan, fructan, fructan	316	BcWH2_03738	600	2e-143	3	313	141	443	0.981012658228
GH65_e0	GH65:2334|GT2:1	2.4.1.8:9	alpha-glucan	378	BcWH2_03774	770	9.6e-189	1	376	323	701	0.992063492063
GH53_e22	GH53:425|CBM61:12|GH35:1|CBM13:1|CBM10:1|CBM60:1|CBM32:1	3.2.1.89:3	arabinogalactan protein	284	BcWH2_03783	394	1.2e-118	1	279	48	372	0.978873239437
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	BcWH2_03810	665	3.1e-18	13	89	43	123	0.826086956522
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose, starch, starch, starch	310	BcWH2_03810	665	6.9e-141	1	310	200	524	0.996774193548
GH2_e78	GH2:71|PL38:2	-	-	582	BcWH2_03888	804	4.8e-294	3	582	18	588	0.994845360825
CE7_e23	CE7:497	3.1.1.72:4	xylan	313	BcWH2_03915	402	7.2e-17	45	222	51	231	0.565495207668
GH105_e28	GH105:28	-	-	343	BcWH2_03957	432	1.7e-206	1	343	73	415	0.997084548105
GT51_e13	GT51:429	-	-	160	BcWH2_04069	781	2.8e-76	3	160	72	228	0.98125
GH30_e5	GH30_8:10	-	-	365	BcWH2_04116	546	3.3e-239	1	365	137	501	0.997260273973
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	BcWH2_04137	467	4.8e-173	2	366	75	443	0.989130434783
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	BcWH2_04141	782	1.7e-255	1	510	34	541	0.996086105675
CE8_e50	CE8:34|PL1_2:16|CBM6:4|PL9_1:1|CBM35:1|CBM88:1	-	-	292	BcWH2_04352	509	1.9e-28	1	286	211	488	0.97602739726
CBM22_e4	CBM22:20|GH10:20|CBM3:6	3.2.1.8:4	xylan, beta-glucan	129	BcWH2_04511	772	8.7e-20	2	119	169	281	0.906976744186
CBM22_e4	CBM22:20|GH10:20|CBM3:6	3.2.1.8:4	xylan, beta-glucan	129	BcWH2_04511	772	4.3e-26	3	118	322	436	0.891472868217
GH10_e28	GH10:6|CBM4:3|CBM22:2	3.2.1.8:1	xylan	257	BcWH2_04511	772	1.2e-149	1	257	491	743	0.996108949416
GH26_e104	GH26:17	-	-	161	BcWH2_04521	360	8.9e-76	1	161	138	298	0.993788819876
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	BcWH2_04530	293	1.7e-38	3	204	47	281	0.97572815534
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	BcWH2_04531	655	3.3e-162	1	274	68	350	0.992727272727
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	BcWH2_04532	371	3.9e-169	3	340	34	369	0.988269794721
GH18_e406	GH18:353|CBM13:3	3.2.1.96:7	host glycan	226	BcWH2_04570	647	2.4e-49	11	213	210	421	0.893805309735
GT4_e602	GT4:97	-	-	147	BcWH2_04589	423	2.4e-73	2	145	244	387	0.972789115646
CE12_e37	CE12:111|GH106:1	-	-	206	BcWH2_04598	425	5e-105	1	206	176	381	0.995145631068
GH2_e41	GH2:131	3.2.1.31:2	beta-glucuronan	481	BcWH2_04607	991	3.1e-272	2	481	24	502	0.995841995842
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	pectin, pectin	607	BcWH2_04608	666	3.5e-264	2	574	52	657	0.94233937397
GH106_e44	GH106:112|GH137:2|GH29:1	3.2.1.40:1	pectin	763	BcWH2_04720	1095	2.1e-245	2	450	363	811	0.587155963303
GH106_e44	GH106:112|GH137:2|GH29:1	3.2.1.40:1	pectin	763	BcWH2_04720	1095	6e-90	483	762	813	1091	0.365661861075
GT2	GT2:36	-	-	218	BcWH2_04893	397	9.3e-115	1	218	52	269	0.995412844037
GT2	GT2:19	-	-	165	BcWH2_04901	286	9.2e-56	1	162	4	161	0.975757575758
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	BcWH2_05094	1046	1e-115	1	225	117	340	0.991150442478
PL1_e38	PL1_2:48|PL1:2|CBM2:1|CBM35:1	-	-	194	BcWH2_05131	458	3e-81	1	194	74	258	0.994845360825
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	pectin	396	BcWH2_05143	507	3e-184	2	394	77	471	0.989898989899
GH43_e188	CBM6:25|GH43_16:21|GH43:4|GH43_10:3|CBM36:1	3.2.1.55:2	xylan	286	BcWH2_05153	470	7.7e-129	1	285	30	321	0.993006993007
CBM6_e82	CBM6:35|GH43_16:9|GH30_8:8|GH95:7|GH43_10:5|CBM32:4|CBM13:1|GH5_34:1|CE0:1|GH141:1|CBM9:1|CE3:1|GH136:1|GH29:1|GH115:1	3.2.1.8:1|3.2.1.55:1	beta-glucan, xylan, cellulose	122	BcWH2_05153	470	1.5e-37	1	121	344	469	0.983606557377
GH43_e163	GH43_10:36|GH43_19:1	-	-	216	BcWH2_05155	446	3.7e-111	1	216	35	250	0.99537037037
CBM91_e37	CBM91:51|GH43_10:51	-	xylan	186	BcWH2_05155	446	1.3e-42	1	85	361	445	0.451612903226
GT4_e1875	GT4:8	-	-	151	BcWH2_05205	403	3e-74	2	150	224	372	0.980132450331
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	BcWH2_05222	836	4.7e-106	2	231	176	405	0.991341991342
GH73_e88	GH73:188|CBM50:180	-	-	129	BcWH2_05301	308	3.7e-63	2	129	42	169	0.984496124031
CBM50_e698	CBM50:301|GH73:300	-	chitin, peptidoglycan	40	BcWH2_05301	308	3.3e-17	1	40	267	306	0.975
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	pectin, xylan, xyloglucan, host glycan	743	BcWH2_00044	685	1.2e-274	3	664	21	680	0.889636608345
GT2	GT2:60	-	-	266	BcWH2_00056	329	1.7e-136	1	266	5	271	0.996240601504
CE15_e21	CE15:21|GH8:4|GH10:3|CBM9:1|CBM4:1	3.1.1.-:1	-	322	BcWH2_00164	406	9.7e-180	1	322	59	381	0.996894409938
GH28_e10	GH28:407|CE8:1|CE19:1|GH43_18:1	3.2.1.67:1	pectin	343	BcWH2_00179	491	2e-142	2	339	50	419	0.98250728863
GH43_e41	GH43_10:37|CBM6:11|GH43_12:2|CBM32:1|GH43:1|CBM13:1|GH5_34:1|GH62:1	-	-	255	BcWH2_00186	672	5.8e-104	1	255	51	317	0.996078431373
CBM91_e53	CBM91:41|GH43_10:39|CBM6:16|CBM13:1|GH5_34:1|GH62:1|GH43_12:1	-	xylan	198	BcWH2_00186	672	5e-66	1	197	348	535	0.989898989899
CBM6_e10	CBM6:9|GH43_10:7	-	beta-glucan, xylan, cellulose	100	BcWH2_00186	672	1e-57	1	100	572	672	0.99
GH28_e96	GH28:11	-	-	340	BcWH2_00192	525	4.6e-116	2	339	52	379	0.991176470588
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	BcWH2_00218	623	2e-143	2	300	51	369	0.990033222591
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	BcWH2_00218	623	1e-19	6	107	504	605	0.926605504587
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	BcWH2_00219	1026	0	3	866	61	912	0.996535796767
GH50_e5	GH50:13	-	-	621	BcWH2_00228	666	2.1e-234	2	621	62	662	0.996779388084
GT28_e43	GT28:568	-	-	161	BcWH2_00251	389	1.1e-63	1	160	203	374	0.987577639752
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	BcWH2_00293	777	1.1e-117	3	231	119	347	0.987012987013
GT2	GT2:26	-	-	128	BcWH2_00334	328	2e-56	1	123	9	130	0.953125
GH117_e14	GH117:33|GH29:1	-	-	149	BcWH2_00394	375	1.3e-21	1	63	118	195	0.41610738255
GH117_e14	GH117:33|GH29:1	-	-	149	BcWH2_00394	375	2e-63	3	149	201	355	0.979865771812
PL8_e13	PL8_2:53	4.2.2.20:2	host glycan	247	BcWH2_00397	1028	1.8e-132	1	247	619	867	0.995951417004
GH2_e35	GH2:17|CBM57:15	3.2.1.31:1	beta-glucuronan	583	BcWH2_00410	888	0	1	583	29	612	0.998284734134
CBM57_e12	CBM57:78|GH2:76|GH18:1	3.2.1.31:2	glycosidases	174	BcWH2_00410	888	6.7e-52	1	174	726	883	0.994252873563
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	BcWH2_00426	740	8e-109	1	208	63	282	0.995192307692
GH31_e65	GH31:78	-	-	431	BcWH2_00513	848	5.4e-213	1	431	202	624	0.997679814385
GH130_e20	GH130:130	3.2.1.197:4	-	311	BcWH2_00516	389	8.3e-164	2	311	72	380	0.993569131833
GH30_e42	GH30_4:128	3.2.1.38:1	beta-fucosides	479	BcWH2_00598	522	1.1e-207	2	478	26	519	0.993736951983
GH139_e0	GH139:121	3.2.1.-:1	pectin	768	BcWH2_00630	771	0	7	766	12	762	0.98828125
GH51_e27	GH51:26	-	-	612	BcWH2_00707	839	1.3e-287	1	611	237	837	0.996732026144
GH97_e16	GH97:39	3.2.1.22:1	alpha-glucan	621	BcWH2_00710	630	3.1e-297	2	621	16	629	0.996779388084
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	BcWH2_00711	1031	0	28	883	44	915	0.968289920725
GH31_e92	GH31:51	-	-	428	BcWH2_00716	873	1.6e-217	2	428	335	763	0.995327102804
GH27_e28	GH27:310|CBM51:16|CBM13:7|GH43_29:3|CBM6:2|GH159:1	3.2.1.88:1	arabinogalactan protein	234	BcWH2_00719	894	5.6e-101	1	233	194	434	0.991452991453
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan, xylan, xylan	281	BcWH2_00719	894	2.6e-127	1	281	467	751	0.996441281139
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan, xylan, cellulose	125	BcWH2_00719	894	3.7e-50	2	123	774	892	0.968
GH3_e98	GH3:174|CE6:1	3.2.1.21:2|3.2.1.37:1	beta-glucan, xylan	223	BcWH2_00870	805	6.8e-117	1	223	141	363	0.995515695067
GT2	GT2:19	-	-	181	BcWH2_00963	287	3.3e-33	1	177	7	199	0.972375690608
GT2	GT2:7	-	-	163	BcWH2_00966	337	8.2e-20	1	127	8	106	0.773006134969
GH92_e23	GH92:83	-	-	495	BcWH2_00994	776	8.1e-245	1	495	266	760	0.99797979798
PL8_e34	PL8:9|GH78:2|CBM32:1|GH105:1	-	-	244	BcWH2_01017	877	7.8e-129	1	244	509	752	0.995901639344
GH2_e80	GH2:380	3.2.1.25:4	beta-mannan	707	BcWH2_01021	865	1.1e-300	3	704	30	739	0.991513437058
GH28_e96	GH28:11	-	-	340	BcWH2_01023	487	4.3e-168	1	340	50	390	0.997058823529
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	BcWH2_01187	752	1.6e-262	11	521	224	736	0.978886756238
GH5_e108	GH5_4:135|CBM13:9|CBM88:1|CBM10:1|CBM2:1	3.2.1.4:3	beta-glucan	298	BcWH2_01212	596	3e-133	1	297	267	564	0.993288590604
GT2	GT2:7|GT4:2	-	-	133	BcWH2_01480	264	2.2e-49	1	132	7	136	0.984962406015
GT19_e2	GT19:889	-	-	349	BcWH2_02114	384	4.4e-150	1	349	5	360	0.997134670487
GT2	GT2:106	-	-	141	BcWH2_02144	396	7.5e-63	1	141	20	160	0.992907801418
GH105_e39	GH105:124|GH154:20|GH16_3:1|GH43_24:1	3.2.1.-:1	pectin	327	BcWH2_02372	934	6.5e-180	2	327	48	372	0.993883792049
CE20_e10	CE20:99	-	-	256	BcWH2_02388	467	1.5e-95	1	256	101	352	0.99609375
GH110_e9	GH110:6	-	-	558	BcWH2_02390	610	1.3e-273	4	558	26	577	0.992831541219
GH110_e17	GH110:10	-	-	503	BcWH2_02395	570	1.7e-108	1	500	49	551	0.992047713718
GH2_e42	GH2:49|GH31:1	3.2.1.37:1	xylan	458	BcWH2_02406	1132	9.9e-233	1	458	70	528	0.997816593886
GH43_e259	GH43_12:55|GH43:2	3.2.1.55:2|3.2.1.37:1	xylan, xylan	286	BcWH2_02524	540	4.2e-126	1	286	28	317	0.996503496503
CBM91_e28	CBM91:215|GH43_12:206|GH43:7|GH43_14:1	-	xylan	199	BcWH2_02524	540	3.3e-64	1	198	345	539	0.989949748744
GH28_e10	GH28:407|CE8:1|CE19:1|GH43_18:1	3.2.1.67:1	pectin	343	BcWH2_02529	494	2.2e-130	2	340	49	397	0.985422740525
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	BcWH2_02556	1024	0	4	865	39	897	0.994226327945
GH10_e109	GH10:54|CBM48:3|CE0:3|CBM85:1	3.2.1.8:2	xylan	324	BcWH2_02862	716	4.2e-163	1	324	32	363	0.996913580247
CBM48_e44	CBM48:75|CE0:72|GH10:18	3.2.1.8:5|3.1.1.73:2	glycogen	68	BcWH2_02862	716	5.4e-40	1	68	397	464	0.985294117647
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	BcWH2_02862	716	6.5e-49	2	206	510	711	0.990291262136
CBM62_e0	CBM62:62	-	xyloglucan, arabinogalactan and galactomannan	69	BcWH2_02972	647	5.2e-22	1	68	434	507	0.971014492754
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	BcWH2_03033	628	3.3e-141	2	288	46	335	0.993055555556
GH16_e36	GH16_3:51|GH43_24:33|GH16:7|GH154:1|GH105:1	-	-	249	BcWH2_03033	628	2e-121	1	249	376	627	0.995983935743
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	BcWH2_03038	414	2e-200	1	360	34	395	0.994459833795
GH43_e238	GH43_17:61|GH43_19:15|GH43:1	-	-	266	BcWH2_03046	327	5.4e-145	2	265	39	302	0.988721804511
GT83_e52	GT83:7	-	-	514	BcWH2_03089	572	3.8e-51	6	446	12	461	0.856031128405
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	BcWH2_03277	669	3.4e-28	1	89	53	135	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	BcWH2_03277	669	8.2e-146	1	293	220	511	0.996587030717
GT2	GT2:10	-	-	161	BcWH2_03377	306	9.4e-23	1	126	7	131	0.776397515528
GH66_e1	GH66:36	3.2.1.11:1	alpha-glucan	547	BcWH2_03499	596	0	1	546	51	596	0.99634369287
GT2	GT2:21	-	-	222	BcWH2_03576	402	9.9e-59	1	221	63	283	0.990990990991
GT2	GT2:11	-	-	132	BcWH2_03579	309	1.7e-57	1	130	10	142	0.977272727273
GT32_e86	GT32:24	-	-	77	BcWH2_03592	256	5.1e-35	2	76	22	96	0.961038961039
GT2	GT2:21	-	-	222	BcWH2_03593	389	4.3e-109	1	221	47	268	0.990990990991
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	BcWH2_03612	854	1.9e-231	1	530	126	654	0.996233521657
GH18_e118	GH18:60|GH78:2	-	-	297	BcWH2_03635	573	5.6e-154	1	296	35	331	0.993265993266
GT4_e3319	GT4:36	-	-	148	BcWH2_03637	362	5.1e-50	2	147	188	332	0.97972972973
GH97_e34	GH97:12	-	-	596	BcWH2_03866	632	8.3e-278	3	596	21	629	0.994966442953
GH97_e8	GH97:36|CBM51:4|CBM35:2	-	-	617	BcWH2_03867	648	2.7e-236	4	616	22	647	0.991896272285
GH31_e68	GH31:59	3.2.1.22:2	alpha-galactan	430	BcWH2_03868	715	1.2e-239	1	430	197	628	0.997674418605
GH23_e996	GH23:98	-	-	155	BcWH2_03946	463	8.4e-79	1	155	304	457	0.993548387097
GT2	GT2:377	-	-	167	BcWH2_04049	252	1e-88	1	167	11	177	0.994011976048
GH25_e217	GH25:153	-	-	177	BcWH2_04075	273	5.2e-81	1	177	76	251	0.994350282486
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	xylan	646	BcWH2_04123	859	2e-275	5	644	43	842	0.989164086687
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	BcWH2_04412	616	3.7e-160	1	319	164	484	0.99375
GT4_e987	GT4:5	-	-	153	BcWH2_04463	418	3.9e-67	3	152	237	386	0.97385620915
GT4_e790	GT4:34	-	-	144	BcWH2_04469	399	1.8e-42	3	142	225	364	0.965277777778
CE20_e6	CE20:16	-	-	232	BcWH2_04513	556	6.4e-80	1	231	118	550	0.991379310345
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	BcWH2_04541	819	1.3e-237	1	461	223	719	0.997830802603
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	BcWH2_04553	323	5.9e-153	1	299	21	318	0.993333333333
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin	331	BcWH2_04609	468	7.4e-166	2	331	103	434	0.993957703927
GH31_e92	GH31:51	-	-	428	BcWH2_04613	882	5.4e-218	2	428	340	769	0.995327102804
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	BcWH2_04670	1082	0	29	883	44	967	0.967157417894
CE19_e0	CE19:46|GH28:1	3.1.1.11:1	pectin	328	BcWH2_04680	653	5.5e-188	2	328	120	446	0.993902439024
GH28_e10	GH28:407|CE8:1|CE19:1|GH43_18:1	3.2.1.67:1	pectin	343	BcWH2_04681	452	2.3e-141	2	339	54	420	0.98250728863
CBM67_e27	CBM67:9|GH78:9	-	rhamnose	168	BcWH2_04703	755	2.4e-71	3	167	176	340	0.97619047619
GH78_e43	GH78:163|CBM67:8|GH137:1	3.2.1.40:1	alpha-rhamnoside	515	BcWH2_04703	755	7.7e-162	4	353	388	739	0.677669902913
PL29_e8	PL29:6	-	-	303	BcWH2_04714	1031	3.6e-16	32	277	98	330	0.808580858086
GH139_e0	GH139:121	3.2.1.-:1	pectin	768	BcWH2_04718	738	0	38	767	1	734	0.94921875
GH116_e3	GH116:8|CBM6:1	-	-	332	BcWH2_04784	899	5.7e-188	1	332	439	770	0.996987951807
CE2_e2	CE2:16	-	-	203	BcWH2_05012	367	1.4e-116	1	203	151	353	0.995073891626
GH146_e1	GH146:440	-	-	514	BcWH2_05066	664	1.5e-55	49	503	79	539	0.88326848249
GH130_e6	GH130:437|CE2:1	2.4.1.281:5	beta-mannan	313	BcWH2_05079	392	9.5e-181	1	313	51	362	0.996805111821
GH3_e57	GH3:182	3.2.1.-:1	beta-glucan	226	BcWH2_05095	1000	3.1e-112	1	225	105	327	0.991150442478
GH43_e316	GH43_28:6	-	-	260	BcWH2_05152	574	3.9e-150	1	260	52	312	0.996153846154
CBM32_e190	CBM32:12|GH43_28:12	-	host glycan	116	BcWH2_05152	574	3.3e-44	1	114	351	464	0.974137931034
GH29_e8	GH29:139|CBM32:1|GH2:1	3.2.1.51:2	host glycan	337	BcWH2_05171	491	9.1e-176	2	337	56	393	0.994065281899
GH2_e108	GH2:150|CBM32:1|GH29:1	-	-	605	BcWH2_05173	704	0	2	605	23	624	0.996694214876
GT2	GT2:8	-	-	131	BcWH2_05209	272	1.4e-30	1	130	9	139	0.984732824427
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	host glycan, host glycan	336	BcWH2_05248	436	1.4e-171	3	336	21	352	0.991071428571
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	BcWH2_05336	577	7.1e-17	3	88	27	111	0.474860335196
CBM32_e150	CBM32:23	-	host glycan	115	BcWH2_05431	1121	2.6e-33	2	113	917	1029	0.965217391304
GH105_e43	GH105:132	-	-	310	BcWH2_05443	399	3e-149	2	310	67	397	0.993548387097
CBM62_e14	CBM62:7	-	xyloglucan, arabinogalactan and galactomannan	68	BcWH2_05461	639	9.2e-19	1	67	448	511	0.970588235294
GH30_e66	GH30_2:16	-	-	421	BcWH2_00026	470	1.4e-202	2	420	50	467	0.992874109264
GH171_e0	GH171:861|CE4:21|GH3:2	3.2.1.92:6	peptidoglycan	364	BcWH2_00114	410	6.2e-153	1	364	45	410	0.997252747253
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	BcWH2_00140	784	6.8e-106	1	222	100	324	0.995495495495
GH29_e53	GH29:465|GH43_18:4	3.2.1.51:6	host glycan	357	BcWH2_00142	733	1.9e-152	6	357	38	386	0.983193277311
GH28_e19	GH28:8	-	-	343	BcWH2_00146	486	8.5e-159	1	343	50	406	0.997084548105
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, beta-glucan, beta-glucan	251	BcWH2_00181	863	2.8e-116	4	246	56	304	0.964143426295
GH63_e4	GH63:110	-	-	286	BcWH2_00195	917	4.5e-22	31	245	559	785	0.748251748252
GH20_e135	GH20:148|CBM0:1	-	-	355	BcWH2_00220	771	1.6e-168	1	354	155	512	0.994366197183
GH159_e6	GH159:30	-	-	219	BcWH2_00225	310	5.6e-71	5	216	41	254	0.963470319635
GH159_e1	GH159:13	-	-	218	BcWH2_00229	354	1.6e-87	1	217	41	257	0.990825688073
GT4_e375	GT4:8	-	-	138	BcWH2_00327	377	6.4e-32	1	134	197	328	0.963768115942
GT4_e1826	GT4:7	-	-	149	BcWH2_00331	368	5.3e-69	3	149	198	344	0.979865771812
GT2	GT2:13	-	-	155	BcWH2_00335	332	2.3e-57	1	154	12	174	0.987096774194
GH63_e4	GH63:110	-	-	286	BcWH2_00512	917	2.2e-22	33	244	561	784	0.737762237762
GH105_e43	GH105:132	-	-	310	BcWH2_00519	367	1.2e-163	2	310	57	365	0.993548387097
GH109_e7	GH109:31	-	-	390	BcWH2_00529	430	1.6e-26	2	145	44	187	0.366666666667
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan	401	BcWH2_00570	488	8.9e-218	2	401	76	474	0.995012468828
GH97_e5	GH97:103	3.2.1.22:1	alpha-glucan	633	BcWH2_00572	648	0	5	633	21	648	0.992101105845
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	BcWH2_00573	716	0	1	667	23	689	0.997005988024
GH31_e94	GH31:154	3.2.1.177:4	xyloglucan	461	BcWH2_00712	814	2.8e-242	1	461	218	714	0.997830802603
GH89_e13	GH89:10	-	-	664	BcWH2_00744	755	0	1	664	64	726	0.998493975904
GH43_e167	CBM13:44|GH43_7:43|GH43:2	-	-	239	BcWH2_00782	483	8.5e-116	1	239	31	301	0.995815899582
CBM13_e223	CBM13:44|GH43_7:43|GH43:1	-	xylan	114	BcWH2_00782	483	1.5e-61	1	114	368	481	0.991228070175
GH42_e15	GH42:21	-	-	365	BcWH2_00837	689	1.2e-205	1	364	38	401	0.994520547945
CBM32_e183	CBM32:5	-	host glycan	128	BcWH2_00844	447	3.5e-74	1	128	315	443	0.9921875
GH50_e13	GH50:23	-	-	340	BcWH2_00873	469	4.8e-160	2	340	115	460	0.994117647059
GH26_e35	GH26:19|CE0:1	-	-	301	BcWH2_00910	390	2.7e-169	1	299	41	339	0.990033222591
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	BcWH2_00912	750	1.6e-102	2	222	95	315	0.990990990991
GH172_e6	GH172:45	-	-	254	BcWH2_00926	394	1.2e-133	2	254	94	346	0.992125984252
PL8_e34	PL8:9|GH78:2|CBM32:1|GH105:1	-	-	244	BcWH2_01019	691	8.7e-132	1	244	335	577	0.995901639344
CE7_e10	CE7:100	-	-	299	BcWH2_01047	431	1.9e-143	1	299	126	423	0.996655518395
GH29_e7	GH29:294	3.2.1.111:1	host glycan	366	BcWH2_01127	470	4e-150	6	366	32	378	0.983606557377
GH127_e1	GH127:332|CBM51:1	-	-	530	BcWH2_01129	647	1.5e-33	308	529	298	529	0.416981132075
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-glucan	208	BcWH2_01130	732	4e-102	1	208	72	291	0.995192307692
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-galactan	883	BcWH2_01185	1186	0	31	883	211	1069	0.964892412231
CE17_e0	CE17:15|CBM32:2	3.1.1.-:1	beta-mannan	164	BcWH2_01198	835	4.8e-16	16	163	505	663	0.896341463415
CE4_e17	CE4:15	-	-	122	BcWH2_01519	248	3.7e-19	5	120	54	173	0.94262295082
