Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
Bv_00068	-	N	CBM62_e0	CBM62	Y(1-21)	2
Bv_00381	-	N	GH140_e16	N	Y(1-23)	1
Bv_00722	-	N	GT4_e1477	GT4	N	2
Bv_02471	-	N	GT4_e38	GT4	N	2
Bv_03134	-	N	CBM50_e831+CBM50_e831+CBM50_e831	CBM50	Y(1-23)	2
Bv_00066	N	N	N	CBM62	Y(1-25)	1
Bv_00078	N	N	N	GH1	N	1
Bv_00128	N	N	N	GH97	N	1
Bv_00363	N	N	N	GH13	N	1
Bv_00663	N	N	N	GT4	N	1
Bv_00717	N	N	N	GT0	N	1
Bv_00723	N	N	N	GT0	N	1
Bv_00726	N	N	N	GT4	N	1
Bv_00839	N	N	N	GH38	N	1
Bv_00844	N	N	N	GH1	N	1
Bv_00923	N	N	N	GT0	N	1
Bv_01086	N	N	N	GH117	Y(1-22)	1
Bv_01158	N	N	N	CBM35	Y(1-23)	1
Bv_01193	N	N	N	GT4	N	1
Bv_01310	N	N	N	GH35	N	1
Bv_01406	N	N	N	GT2	N	1
Bv_01488	N	N	N	GH13	N	1
Bv_01524	N	N	N	GH101	N	1
Bv_01602	N	N	N	GT4	N	1
Bv_01605	N	N	N	GT0	N	1
Bv_01611	N	N	N	GT0	N	1
Bv_01872	N	N	N	GH9	N	1
Bv_01928	N	N	N	GH23	N	1
Bv_01939	N	N	N	GH105+GH28	N	1
Bv_01953	N	N	N	GH13_30	N	1
Bv_02173	N	N	N	GH23	N	1
Bv_02289	N	N	N	GH43_3	N	1
Bv_02351	N	N	N	GT106	N	1
Bv_02391	N	N	N	GH43_3	Y(1-27)	1
Bv_02568	N	N	N	GH101	N	1
Bv_02605	N	N	N	GH39	N	1
Bv_02636	N	N	N	GT2	N	1
Bv_02652	N	N	N	GH5_11	N	1
Bv_02675	N	N	N	GT2	N	1
Bv_02719	N	N	N	GH13_31	N	1
Bv_02862	N	N	N	GT2	N	1
Bv_02877	N	N	N	GT30	N	1
Bv_03034	N	N	N	GT0	N	1
Bv_03082	N	N	N	GT58	N	1
Bv_03193	N	N	N	GH101	N	1
Bv_03248	N	N	N	GT2	N	1
Bv_03315	N	N	N	GT83	N	1
Bv_03396	N	N	N	GT4	N	1
Bv_03437	N	N	N	GH13_11	N	1
Bv_03454	N	N	N	GT1	N	1
Bv_03892	N	N	N	GT2	N	1
Bv_03910	N	N	N	GT2	N	1
Bv_03923	N	N	N	GH6	N	1
Bv_04013	N	N	N	GH28	N	1
Bv_04030	N	N	N	GT26	Y(1-20)	1
Bv_04033	N	N	N	GT0	N	1
Bv_04048	N	N	N	CE8	N	1
Bv_04083	N	N	N	GT4	N	1
Bv_04090	N	N	N	GT2	N	1
Bv_04093	N	N	N	GT4	N	1
Bv_04102	N	N	N	GT2	N	1
Bv_04167	N	N	N	GH28	N	1
