dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH109_e2	GH109:143	-	-	391	Pd_02123	482	2.3e-20	2	155	44	198	0.391304347826
GH109_e2	GH109:143	-	-	391	Pd_02126	437	4.3e-20	2	153	38	186	0.386189258312
GT2	GT2:7	-	-	116	Pd_02293	325	1.2e-48	1	114	9	123	0.974137931034
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	Pd_02494	1781	1.2e-18	3	93	1618	1706	0.502793296089
GH78_e0	GH78:1070	3.2.1.40:3	alpha-rhamnoside	452	Pd_02498	542	2.3e-184	2	451	84	536	0.993362831858
GH28_e92	GH28:16	-	-	333	Pd_02554	446	2.5e-174	1	333	61	384	0.996996996997
GT28_e43	GT28:568	-	-	161	Pd_02574	368	1.1e-66	1	160	194	353	0.987577639752
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	host glycan, host glycan	301	Pd_02826	686	3.5e-131	2	300	35	345	0.990033222591
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	host glycan	109	Pd_02826	686	1.6e-23	4	108	367	467	0.954128440367
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	Pd_02830	612	5.1e-140	1	319	164	477	0.99375
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	Pd_02833	613	3.8e-157	1	319	159	479	0.99375
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	Pd_02834	447	2.1e-20	1	156	41	195	0.379901960784
GT2	GT2:27|GT4:1	-	-	130	Pd_02864	253	8.1e-57	1	130	9	139	0.992307692308
GT4_e1535	GT4:69	-	-	146	Pd_02866	423	5.4e-50	1	145	242	386	0.986301369863
GT10_e29	GT10:75	2.4.1.214:21	-	241	Pd_02871	331	4e-16	55	204	120	266	0.618257261411
GH97_e27	GH97:56	-	-	640	Pd_02964	660	1.5e-303	3	640	19	658	0.9953125
CBM32_e87	CBM32:12|GH2:11|GH98:1	-	host glycan	111	Pd_03109	1207	1.7e-16	11	110	123	258	0.891891891892
CBM32_e87	CBM32:12|GH2:11|GH98:1	-	host glycan	111	Pd_03109	1207	2e-29	15	111	274	368	0.864864864865
GH2_e130	GH2:28|CBM32:9	-	-	689	Pd_03109	1207	0	2	689	389	1077	0.99709724238
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	Pd_03157	751	4.8e-105	1	221	95	314	0.990990990991
GH43_e302	GH43_28:123|CBM32:17|CBM0:5	-	-	264	Pd_03159	597	1.7e-128	1	263	56	318	0.992424242424
CBM32_e188	CBM32:17|GH43_28:17	-	host glycan	114	Pd_03159	597	1.8e-36	5	112	379	486	0.938596491228
GH31_e66	GH31:125	3.2.1.177:1	xyloglucan	461	Pd_03195	952	1.5e-240	1	461	376	836	0.997830802603
GH116_e3	GH116:8|CBM6:1	-	-	332	Pd_03221	901	5.6e-189	1	332	440	771	0.996987951807
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host glycan, host glycan	509	Pd_03237	757	3.8e-236	2	509	238	741	0.996070726916
CE9_e7	CE9:187	-	-	374	Pd_03245	391	1.9e-183	1	374	9	386	0.997326203209
GT4_e1775	GT4:10	-	-	133	Pd_03261	417	2.4e-63	2	132	231	363	0.977443609023
GT4_e2085	GT4:7	-	-	143	Pd_03325	316	5.8e-27	62	141	213	292	0.552447552448
GT4_e3258	GT4:9	-	-	151	Pd_03328	375	2.4e-32	8	148	203	340	0.927152317881
GT2	GT2:19|GT4:1	-	-	280	Pd_03329	301	1.2e-30	1	236	5	248	0.839285714286
GH2_e64	GH2:327|CBM13:1|CBM32:1	3.2.1.23:6	beta-galactan	545	Pd_03395	739	1.2e-46	44	412	75	449	0.675229357798
GH127_e1	GH127:332|CBM51:1	-	-	530	Pd_03436	617	3.8e-251	2	530	40	549	0.996226415094
GH142_e5	GH142:28|CBM13:2|CBM35:2	-	-	472	Pd_03437	515	1.1e-235	1	471	39	508	0.995762711864
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan, fructan, fructan, fructan, fructan, fructan	316	Pd_03476	602	1.7e-146	3	313	143	445	0.981012658228
CE4_e119	CE4:30|GT2:26	-	-	120	Pd_03748	283	2.5e-21	16	105	31	120	0.741666666667
GH30_e24	GH30_2:47	3.2.1.37:1	xylan	421	Pd_03910	476	3.6e-219	2	420	55	473	0.992874109264
